YEAR,PROJECT,SPECIES,DATE,DAY_OF_SEASON,WEEK_OF_SEASON,FREQENCY,TRIP_DURATION
2015-16,CS,CHPE,42382,44,7,5419,9.516666667
2015-16,CS,CHPE,42383,45,7,5419,10.01666667
2015-16,CS,CHPE,42384,46,7,5419,7.016666667
2015-16,CS,CHPE,42385,47,7,5419,7.766666667
2015-16,CS,CHPE,42381,43,7,5522,25.26666667
2015-16,CS,CHPE,42384,46,7,5522,4.766666667
2015-16,CS,CHPE,42385,47,7,5522,26.26666667
2015-16,CS,CHPE,42388,50,8,5522,10.28333333
2015-16,CS,CHPE,42389,51,8,5522,8.016666667
2015-16,CS,CHPE,42390,52,8,5522,6.016666667
2015-16,CS,CHPE,42391,53,8,5522,9.266666667
2015-16,CS,CHPE,42392,54,8,5522,11.76666667
2015-16,CS,CHPE,42393,55,8,5522,35.01666667
2015-16,CS,CHPE,42395,57,9,5522,7.766666667
2015-16,CS,CHPE,42403,65,10,5522,51.98333333
2015-16,CS,CHPE,42412,74,11,5522,10.3
2015-16,CS,CHPE,42413,75,11,5522,34.26666667
2015-16,CS,CHPE,42416,78,12,5522,32.28333333
2015-16,CS,CHPE,42381,43,7,5619,7.5
2015-16,CS,CHPE,42383,45,7,5619,6.483333333
2015-16,CS,CHPE,42384,46,7,5619,7.966666667
2015-16,CS,CHPE,42385,47,7,5619,6.5
2015-16,CS,CHPE,42386,48,7,5619,11
2015-16,CS,CHPE,42387,49,7,5619,9.016666667
2015-16,CS,CHPE,42388,50,8,5619,7.266666667
2015-16,CS,CHPE,42389,51,8,5619,8.266666667
2015-16,CS,CHPE,42390,52,8,5619,10
2015-16,CS,CHPE,42392,54,8,5619,9.766666667
2015-16,CS,CHPE,42393,55,8,5619,9.5
2015-16,CS,CHPE,42394,56,8,5619,9.016666667
2015-16,CS,CHPE,42395,57,9,5619,5.5
2015-16,CS,CHPE,42397,59,9,5619,10.25
2015-16,CS,CHPE,42398,60,9,5619,7.766666667
2015-16,CS,CHPE,42399,61,9,5619,7.25
2015-16,CS,CHPE,42400,62,9,5619,9.016666667
2015-16,CS,CHPE,42401,63,9,5619,8.516666667
2015-16,CS,CHPE,42402,64,10,5619,8.483333333
2015-16,CS,CHPE,42402,64,10,5619,18.98333333
2015-16,CS,CHPE,42404,66,10,5619,14.03333333
2015-16,CS,CHPE,42405,67,10,5619,6.266666667
2015-16,CS,CHPE,42409,71,11,5619,31.73333333
2015-16,CS,CHPE,42413,75,11,5619,5.966666667
2015-16,CS,CHPE,42414,76,11,5619,6.283333333
2015-16,CS,CHPE,42415,77,11,5619,13.51666667
2015-16,CS,CHPE,42417,79,12,5619,12.78333333
2015-16,CS,CHPE,42418,80,12,5619,15
2015-16,CS,CHPE,42419,81,12,5619,7.516666667
2015-16,CS,CHPE,42382,44,7,5656,8.016666667
2015-16,CS,CHPE,42383,45,7,5656,4.5
2015-16,CS,CHPE,42384,46,7,5656,9
2015-16,CS,CHPE,42385,47,7,5656,8.483333333
2015-16,CS,CHPE,42385,47,7,5656,4.516666667
2015-16,CS,CHPE,42386,48,7,5656,6.516666667
2015-16,CS,CHPE,42387,49,7,5656,6.983333333
2015-16,CS,CHPE,42387,49,7,5656,17
2015-16,CS,CHPE,42389,51,8,5656,8.75
2015-16,CS,CHPE,42390,52,8,5656,7.75
2015-16,CS,CHPE,42392,54,8,5656,13
2015-16,CS,CHPE,42394,56,8,5656,10.01666667
2015-16,CS,CHPE,42395,57,9,5656,13.26666667
2015-16,CS,CHPE,42396,58,9,5656,4.233333333
2015-16,CS,CHPE,42396,58,9,5656,16.25
2015-16,CS,CHPE,42398,60,9,5656,6.5
2015-16,CS,CHPE,42401,63,9,5656,10.03333333
2015-16,CS,CHPE,42402,64,10,5656,11.5
2015-16,CS,CHPE,42402,64,10,5656,15.98333333
2015-16,CS,CHPE,42404,66,10,5656,9.533333333
2015-16,CS,CHPE,42407,69,10,5656,10.21666667
2015-16,CS,CHPE,42410,72,11,5656,10.71666667
2015-16,CS,CHPE,42411,73,11,5656,16.5
2015-16,CS,CHPE,42413,75,11,5656,5.016666667
2015-16,CS,CHPE,42414,76,11,5656,8.25
2015-16,CS,CHPE,42417,79,12,5656,5.783333333
2015-16,CS,CHPE,42418,80,12,5656,11.73333333
2015-16,CS,CHPE,42381,43,7,5856,9.25
2015-16,CS,CHPE,42382,44,7,5856,8.5
2015-16,CS,CHPE,42383,45,7,5856,7.516666667
2015-16,CS,CHPE,42384,46,7,5856,6.233333333
2015-16,CS,CHPE,42385,47,7,5856,7.483333333
2015-16,CS,CHPE,42386,48,7,5856,8.25
2015-16,CS,CHPE,42388,50,8,5856,5.983333333
2015-16,CS,CHPE,42389,51,8,5856,4.766666667
2015-16,CS,CHPE,42390,52,8,5856,7.266666667
2015-16,CS,CHPE,42391,53,8,5856,7.016666667
2015-16,CS,CHPE,42392,54,8,5856,7.75
2015-16,CS,CHPE,42393,55,8,5856,10.23333333
2015-16,CS,CHPE,42394,56,8,5856,10.3
2015-16,CS,CHPE,42395,57,9,5856,11
2015-16,CS,CHPE,42399,61,9,5856,10.75
2015-16,CS,CHPE,42400,62,9,5856,10.48333333
2015-16,CS,CHPE,42400,62,9,5856,5.266666667
2015-16,CS,CHPE,42401,63,9,5856,6.766666667
2015-16,CS,CHPE,42402,64,10,5856,11.25
2015-16,CS,CHPE,42403,65,10,5856,11.23333333
2015-16,CS,CHPE,42404,66,10,5856,5.75
2015-16,CS,CHPE,42405,67,10,5856,15.53333333
2015-16,CS,CHPE,42406,68,10,5856,10.26666667
2015-16,CS,CHPE,42407,69,10,5856,11.73333333
2015-16,CS,CHPE,42409,71,11,5856,10.75
2015-16,CS,CHPE,42411,73,11,5856,15.25
2015-16,CS,CHPE,42412,74,11,5856,15.28333333
2015-16,CS,CHPE,42413,75,11,5856,16.98333333
2015-16,CS,CHPE,42414,76,11,5856,8.466666667
2015-16,CS,CHPE,42415,77,11,5856,17.01666667
2015-16,CS,CHPE,42416,78,12,5856,12.3
2015-16,CS,CHPE,42417,79,12,5856,12.5
2015-16,CS,CHPE,42381,43,7,5961,7.25
2015-16,CS,CHPE,42382,44,7,5961,6.5
2015-16,CS,CHPE,42384,46,7,5961,7.266666667
2015-16,CS,CHPE,42385,47,7,5961,5.75
2015-16,CS,CHPE,42386,48,7,5961,8
2015-16,CS,CHPE,42387,49,7,5961,6.266666667
2015-16,CS,CHPE,42388,50,8,5961,6
2015-16,CS,CHPE,42389,51,8,5961,5.983333333
2015-16,CS,CHPE,42389,51,8,5961,4.016666667
2015-16,CS,CHPE,42390,52,8,5961,7.983333333
2015-16,CS,CHPE,42390,52,8,5961,14.48333333
2015-16,CS,CHPE,42391,53,8,5961,4.016666667
2015-16,CS,CHPE,42392,54,8,5961,5.75
2015-16,CS,CHPE,42393,55,8,5961,8.75
2015-16,CS,CHPE,42394,56,8,5961,10
2015-16,CS,CHPE,42395,57,9,5961,10.98333333
2015-16,CS,CHPE,42396,58,9,5961,6.75
2015-16,CS,CHPE,42397,59,9,5961,9.25
2015-16,CS,CHPE,42399,61,9,5961,11
2015-16,CS,CHPE,42401,63,9,5961,12.5
2015-16,CS,CHPE,42402,64,10,5961,8.25
2015-16,CS,CHPE,42403,65,10,5961,12.25
2015-16,CS,CHPE,42405,67,10,5961,14.03333333
2015-16,CS,CHPE,42406,68,10,5961,16.26666667
2015-16,CS,CHPE,42408,70,10,5961,35.01666667
2015-16,CS,CHPE,42410,72,11,5961,8.016666667
2015-16,CS,CHPE,42415,77,11,5961,4.283333333
2015-16,CS,CHPE,42416,78,12,5961,52.73333333
2015-16,CS,CHPE,42419,81,12,5961,6.283333333
2015-16,CS,GEPE,1/14/2016,45,7,5032,6
2015-16,CS,GEPE,1/15/2016,46,7,5032,6.5
2015-16,CS,GEPE,1/16/2016,47,7,5032,8.75
2015-16,CS,GEPE,1/17/2016,48,7,5032,7.5
2015-16,CS,GEPE,1/18/2016,49,7,5032,11.5
2015-16,CS,GEPE,1/19/2016,50,8,5032,6.25
2015-16,CS,GEPE,1/20/2016,51,8,5032,9.25
2015-16,CS,GEPE,1/21/2016,52,8,5032,8.25
2015-16,CS,GEPE,1/22/2016,53,8,5032,8.5
2015-16,CS,GEPE,1/23/2016,54,8,5032,4.5
2015-16,CS,GEPE,1/24/2016,55,8,5032,11
2015-16,CS,GEPE,1/25/2016,56,8,5032,17.25
2015-16,CS,GEPE,1/27/2016,58,9,5032,10.75
2015-16,CS,GEPE,1/28/2016,59,9,5032,18
2015-16,CS,GEPE,1/29/2016,60,9,5032,18.5
2015-16,CS,GEPE,1/31/2016,62,9,5032,12.75
2015-16,CS,GEPE,2/1/2016,63,9,5032,22.5
2015-16,CS,GEPE,2/4/2016,66,10,5032,14.25
2015-16,CS,GEPE,2/5/2016,67,10,5032,11
2015-16,CS,GEPE,2/6/2016,68,10,5032,8.75
2015-16,CS,GEPE,2/7/2016,69,10,5032,31.5
2015-16,CS,GEPE,2/9/2016,71,11,5032,14
2015-16,CS,GEPE,2/10/2016,72,11,5032,13.75
2015-16,CS,GEPE,2/11/2016,73,11,5032,14.75
2015-16,CS,GEPE,2/12/2016,74,11,5032,12.25
2015-16,CS,GEPE,2/13/2016,75,11,5032,8.75
2015-16,CS,GEPE,2/14/2016,76,11,5032,12.5
2015-16,CS,GEPE,1/13/2016,44,7,5053,9.5
2015-16,CS,GEPE,1/14/2016,45,7,5053,6.75
2015-16,CS,GEPE,1/15/2016,46,7,5053,8.75
2015-16,CS,GEPE,1/16/2016,47,7,5053,9
2015-16,CS,GEPE,1/17/2016,48,7,5053,8
2015-16,CS,GEPE,1/18/2016,49,7,5053,9.75
2015-16,CS,GEPE,1/19/2016,50,8,5053,8.5
2015-16,CS,GEPE,1/20/2016,51,8,5053,8.75
2015-16,CS,GEPE,1/21/2016,52,8,5053,10.5
2015-16,CS,GEPE,1/22/2016,53,8,5053,8.25
2015-16,CS,GEPE,1/22/2016,53,8,5053,13.25
2015-16,CS,GEPE,1/23/2016,54,8,5053,15.25
2015-16,CS,GEPE,1/24/2016,55,8,5053,15
2015-16,CS,GEPE,1/25/2016,56,8,5053,15.75
2015-16,CS,GEPE,1/26/2016,57,9,5053,14.25
2015-16,CS,GEPE,1/27/2016,58,9,5053,14
2015-16,CS,GEPE,1/28/2016,59,9,5053,17
2015-16,CS,GEPE,1/29/2016,60,9,5053,14.75
2015-16,CS,GEPE,1/31/2016,62,9,5053,21.5
2015-16,CS,GEPE,2/1/2016,63,9,5053,7.5
2015-16,CS,GEPE,2/2/2016,64,10,5053,16.75
2015-16,CS,GEPE,2/3/2016,65,10,5053,9.75
2015-16,CS,GEPE,2/4/2016,66,10,5053,13
2015-16,CS,GEPE,2/5/2016,67,10,5053,10.25
2015-16,CS,GEPE,2/6/2016,68,10,5053,8.75
2015-16,CS,GEPE,2/7/2016,69,10,5053,13.25
2015-16,CS,GEPE,2/8/2016,70,10,5053,12.25
2015-16,CS,GEPE,2/9/2016,71,11,5053,14.25
2015-16,CS,GEPE,2/10/2016,72,11,5053,15.5
2015-16,CS,GEPE,2/11/2016,73,11,5053,37
2015-16,CS,GEPE,2/13/2016,75,11,5053,35
2015-16,CS,GEPE,1/14/2016,45,7,5070,6.733333333
2015-16,CS,GEPE,1/15/2016,46,7,5070,10.48333333
2015-16,CS,GEPE,1/16/2016,47,7,5070,7.516666667
2015-16,CS,GEPE,1/17/2016,48,7,5070,10.26666667
2015-16,CS,GEPE,1/18/2016,49,7,5070,7.266666667
2015-16,CS,GEPE,1/20/2016,51,8,5070,7.016666667
2015-16,CS,GEPE,1/21/2016,52,8,5070,8.266666667
2015-16,CS,GEPE,1/22/2016,53,8,5070,9.266666667
2015-16,CS,GEPE,1/23/2016,54,8,5070,12.01666667
2015-16,CS,GEPE,1/24/2016,55,8,5070,7.983333333
2015-16,CS,GEPE,1/25/2016,56,8,5070,5.25
2015-16,CS,GEPE,1/26/2016,57,9,5070,7.516666667
2015-16,CS,GEPE,1/27/2016,58,9,5070,13.01666667
2015-16,CS,GEPE,1/28/2016,59,9,5070,5.25
2015-16,CS,GEPE,1/29/2016,60,9,5070,7.266666667
2015-16,CS,GEPE,1/29/2016,60,9,5070,4.766666667
2015-16,CS,GEPE,1/30/2016,61,9,5070,12.01666667
2015-16,CS,GEPE,1/31/2016,62,9,5070,11.48333333
2015-16,CS,GEPE,2/1/2016,63,9,5070,4.75
2015-16,CS,GEPE,2/2/2016,64,10,5070,7.766666667
2015-16,CS,GEPE,2/3/2016,65,10,5070,13.26666667
2015-16,CS,GEPE,2/4/2016,66,10,5070,19.51666667
2015-16,CS,GEPE,2/5/2016,67,10,5070,8.75
2015-16,CS,GEPE,2/6/2016,68,10,5070,12.01666667
2015-16,CS,GEPE,2/7/2016,69,10,5070,14.48333333
2015-16,CS,GEPE,2/8/2016,70,10,5070,15.26666667
2015-16,CS,GEPE,2/9/2016,71,11,5070,12.76666667
2015-16,CS,GEPE,2/10/2016,72,11,5070,37.5
2015-16,CS,GEPE,2/12/2016,74,11,5070,14.76666667
2015-16,CS,GEPE,1/13/2016,44,7,5091,5.75
2015-16,CS,GEPE,1/14/2016,45,7,5091,6
2015-16,CS,GEPE,1/16/2016,47,7,5091,7
2015-16,CS,GEPE,1/17/2016,48,7,5091,7.5
2015-16,CS,GEPE,1/18/2016,49,7,5091,6.75
2015-16,CS,GEPE,1/19/2016,50,8,5091,8.75
2015-16,CS,GEPE,1/20/2016,51,8,5091,6
2015-16,CS,GEPE,1/20/2016,51,8,5091,12.75
2015-16,CS,GEPE,1/21/2016,52,8,5091,13.5
2015-16,CS,GEPE,1/22/2016,53,8,5091,10.5
2015-16,CS,GEPE,1/23/2016,54,8,5091,14
2015-16,CS,GEPE,1/24/2016,55,8,5091,13.01666667
2015-16,CS,GEPE,1/25/2016,56,8,5091,11
2015-16,CS,GEPE,1/27/2016,58,9,5091,9.75
2015-16,CS,GEPE,1/27/2016,58,9,5091,10.75
2015-16,CS,GEPE,1/28/2016,59,9,5091,13.51666667
2015-16,CS,GEPE,1/29/2016,60,9,5091,13.75
2015-16,CS,GEPE,1/30/2016,61,9,5091,13.5
2015-16,CS,GEPE,1/31/2016,62,9,5091,19.76666667
2015-16,CS,GEPE,2/1/2016,63,9,5091,16.25
2015-16,CS,GEPE,2/3/2016,65,10,5091,10.75
2015-16,CS,GEPE,2/4/2016,66,10,5091,16.75
2015-16,CS,GEPE,2/5/2016,67,10,5091,14.75
2015-16,CS,GEPE,2/6/2016,68,10,5091,9
2015-16,CS,GEPE,2/7/2016,69,10,5091,10.48333333
2015-16,CS,GEPE,2/7/2016,69,10,5091,21.76666667
2015-16,CS,GEPE,2/9/2016,71,11,5091,32.73333333
2015-16,CS,GEPE,2/11/2016,73,11,5091,37.5
2015-16,CS,GEPE,2/13/2016,75,11,5091,14.5
2015-16,CS,GEPE,2/14/2016,76,11,5091,13.5
2015-16,CS,GEPE,1/14/2016,45,7,5110,9.25
2015-16,CS,GEPE,1/15/2016,46,7,5110,6.75
2015-16,CS,GEPE,1/16/2016,47,7,5110,16.25
2015-16,CS,GEPE,1/18/2016,49,7,5110,9.25
2015-16,CS,GEPE,1/19/2016,50,8,5110,9.5
2015-16,CS,GEPE,1/20/2016,51,8,5110,11.25
2015-16,CS,GEPE,1/21/2016,52,8,5110,10
2015-16,CS,GEPE,1/22/2016,53,8,5110,6.25
2015-16,CS,GEPE,1/23/2016,54,8,5110,7.25
2015-16,CS,GEPE,1/24/2016,55,8,5110,10.75
2015-16,CS,GEPE,1/25/2016,56,8,5110,20.25
2015-16,CS,GEPE,1/27/2016,58,9,5110,7
2015-16,CS,GEPE,1/28/2016,59,9,5110,10.5
2015-16,CS,GEPE,1/29/2016,60,9,5110,15.25
2015-16,CS,GEPE,1/30/2016,61,9,5110,16
2015-16,CS,GEPE,2/1/2016,63,9,5110,11
2015-16,CS,GEPE,2/2/2016,64,10,5110,11.25
2015-16,CS,GEPE,2/3/2016,65,10,5110,24.75
2015-16,CS,GEPE,2/5/2016,67,10,5110,10.75
2015-16,CS,GEPE,1/13/2016,44,7,5132,7.75
2015-16,CS,GEPE,1/14/2016,45,7,5132,9.516666667
2015-16,CS,GEPE,1/15/2016,46,7,5132,8
2015-16,CS,GEPE,1/16/2016,47,7,5132,11.75
2015-16,CS,GEPE,1/17/2016,48,7,5132,9
2015-16,CS,GEPE,1/18/2016,49,7,5132,9.5
2015-16,CS,GEPE,1/19/2016,50,8,5132,9.516666667
2015-16,CS,GEPE,1/20/2016,51,8,5132,8.25
2015-16,CS,GEPE,1/21/2016,52,8,5132,10.75
2015-16,CS,GEPE,1/22/2016,53,8,5132,12.26666667
2015-16,CS,GEPE,1/23/2016,54,8,5132,8.766666667
2015-16,CS,GEPE,1/24/2016,55,8,5132,11.75
2015-16,CS,GEPE,1/25/2016,56,8,5132,10.75
2015-16,CS,GEPE,1/26/2016,57,9,5132,10
2015-16,CS,GEPE,1/27/2016,58,9,5132,7.75
2015-16,CS,GEPE,1/30/2016,61,9,5132,9.516666667
2015-16,CS,GEPE,1/31/2016,62,9,5132,10.5
2015-16,CS,GEPE,2/1/2016,63,9,5132,12
2015-16,CS,GEPE,2/2/2016,64,10,5132,7.766666667
2015-16,CS,GEPE,2/3/2016,65,10,5132,9.75
2015-16,CS,GEPE,2/4/2016,66,10,5132,30.5
2015-16,CS,GEPE,2/6/2016,68,10,5132,12
2015-16,CS,GEPE,2/7/2016,69,10,5132,12.5
2015-16,CS,GEPE,2/8/2016,70,10,5132,9.5
2015-16,CS,GEPE,2/9/2016,71,11,5132,12
2015-16,CS,GEPE,2/10/2016,72,11,5132,9.75
2015-16,CS,GEPE,2/11/2016,73,11,5132,37.5
2015-16,CS,GEPE,2/13/2016,75,11,5132,9.25
2015-16,CS,GEPE,2/14/2016,76,11,5132,11.5
2015-16,CS,GEPE,1/13/2016,44,7,5151,11.01666667
2015-16,CS,GEPE,1/14/2016,45,7,5151,12.51666667
2015-16,CS,GEPE,1/15/2016,46,7,5151,11.51666667
2015-16,CS,GEPE,1/16/2016,47,7,5151,10.26666667
2015-16,CS,GEPE,1/17/2016,48,7,5151,12.51666667
2015-16,CS,GEPE,1/18/2016,49,7,5151,7.516666667
2015-16,CS,GEPE,1/19/2016,50,8,5151,10.01666667
2015-16,CS,GEPE,1/20/2016,51,8,5151,8.5
2015-16,CS,GEPE,1/21/2016,52,8,5151,18.76666667
2015-16,CS,GEPE,1/23/2016,54,8,5151,10.51666667
2015-16,CS,GEPE,1/13/2016,44,7,5171,8
2015-16,CS,GEPE,1/14/2016,45,7,5171,5.5
2015-16,CS,GEPE,1/15/2016,46,7,5171,4.5
2015-16,CS,GEPE,1/14/2016,45,7,5192,8.516666667
2015-16,CS,GEPE,1/15/2016,46,7,5192,6.766666667
2015-16,CS,GEPE,1/16/2016,47,7,5192,5.016666667
2015-16,CS,GEPE,1/18/2016,49,7,5192,8.25
2015-16,CS,GEPE,1/19/2016,50,8,5192,12.23333333
2015-16,CS,GEPE,1/20/2016,51,8,5192,8.733333333
2015-16,CS,GEPE,1/21/2016,52,8,5192,9.75
2015-16,CS,GEPE,1/22/2016,53,8,5192,12
2015-16,CS,GEPE,1/22/2016,53,8,5192,17.25
2015-16,CS,GEPE,1/24/2016,55,8,5192,13.25
2015-16,CS,GEPE,1/25/2016,56,8,5192,13
2015-16,CS,GEPE,1/26/2016,57,9,5192,6.5
2015-16,CS,GEPE,1/27/2016,58,9,5192,5.5
2015-16,CS,GEPE,1/28/2016,59,9,5192,18
2015-16,CS,GEPE,1/30/2016,61,9,5192,10
2015-16,CS,GEPE,1/31/2016,62,9,5192,15
2015-16,CS,GEPE,2/1/2016,63,9,5192,6.75
2015-16,CS,GEPE,2/2/2016,64,10,5192,9.033333333
2015-16,CS,GEPE,2/4/2016,66,10,5192,23.01666667
2015-16,CS,GEPE,2/5/2016,67,10,5192,12.25
2015-16,CS,GEPE,2/6/2016,68,10,5192,8.5
2015-16,CS,GEPE,2/7/2016,69,10,5192,16.25
2015-16,CS,GEPE,2/8/2016,70,10,5192,14.25
2015-16,CS,GEPE,2/9/2016,71,11,5192,36.76666667
2015-16,CS,GEPE,2/11/2016,73,11,5192,9.266666667
2015-16,CS,GEPE,2/12/2016,74,11,5192,11.51666667
2015-16,CS,GEPE,2/13/2016,75,11,5192,15.25
2015-16,CS,GEPE,2/14/2016,76,11,5192,12.76666667
2015-16,CS,GEPE,1/14/2016,45,7,5221,7.516666667
2015-16,CS,GEPE,1/15/2016,46,7,5221,8.016666667
2015-16,CS,GEPE,1/16/2016,47,7,5221,4.266666667
2015-16,CS,GEPE,1/16/2016,47,7,5221,7.266666667
2015-16,CS,GEPE,1/17/2016,48,7,5221,6.016666667
2015-16,CS,GEPE,1/18/2016,49,7,5221,7.516666667
2015-16,CS,GEPE,1/19/2016,50,8,5221,5.733333333
2015-16,CS,GEPE,1/20/2016,51,8,5221,10.25
2015-16,CS,GEPE,1/20/2016,51,8,5221,5.516666667
2015-16,CS,GEPE,1/21/2016,52,8,5221,13.5
2015-16,CS,GEPE,1/22/2016,53,8,5221,14.01666667
2015-16,CS,GEPE,1/23/2016,54,8,5221,16.5
2015-16,CS,GEPE,1/24/2016,55,8,5221,7.75
2015-16,CS,GEPE,1/25/2016,56,8,5221,11.81666667
2015-16,CS,GEPE,1/26/2016,57,9,5221,10.01666667
2015-16,CS,GEPE,1/27/2016,58,9,5221,6.75
2015-16,CS,GEPE,1/27/2016,58,9,5221,15.26666667
2015-16,CS,GEPE,1/29/2016,60,9,5221,19.76666667
2015-16,CS,GEPE,1/30/2016,61,9,5221,10.76666667
2015-16,CS,GEPE,1/31/2016,62,9,5221,9.483333333
2015-16,CS,GEPE,2/1/2016,63,9,5221,8.233333333
2015-16,CS,GEPE,2/1/2016,63,9,5221,21.51666667
2015-16,CS,GEPE,2/3/2016,65,10,5221,8.766666667
2015-16,CS,GEPE,2/4/2016,66,10,5221,17.75
2015-16,CS,GEPE,2/5/2016,67,10,5221,6.266666667
2015-16,CS,GEPE,2/6/2016,68,10,5221,22.25
2015-16,CS,GEPE,2/8/2016,70,10,5221,14
2015-16,CS,GEPE,2/8/2016,70,10,5221,26.76666667
2015-16,CS,GEPE,2/10/2016,72,11,5221,12.25
2015-16,CS,GEPE,2/11/2016,73,11,5221,12.25
2015-16,CS,GEPE,2/12/2016,74,11,5221,15.51666667
2015-16,CS,GEPE,2/13/2016,75,11,5221,13.26666667
2015-16,CS,GEPE,2/14/2016,76,11,5221,12
2015-16,CS,GEPE,1/14/2016,45,7,5242,8
2015-16,CS,GEPE,1/14/2016,45,7,5242,15.25
2015-16,CS,GEPE,1/16/2016,47,7,5242,7.5
2015-16,CS,GEPE,1/17/2016,48,7,5242,8
2015-16,CS,GEPE,1/18/2016,49,7,5242,10.5
2015-16,CS,GEPE,1/19/2016,50,8,5242,11.25
2015-16,CS,GEPE,1/19/2016,50,8,5242,17
2015-16,CS,GEPE,1/21/2016,52,8,5242,12
2015-16,CS,GEPE,1/22/2016,53,8,5242,9.5
2015-16,CS,GEPE,1/23/2016,54,8,5242,10
2015-16,CS,GEPE,1/24/2016,55,8,5242,10.75
2015-16,CS,GEPE,1/25/2016,56,8,5242,8.983333333
2015-16,CS,GEPE,1/26/2016,57,9,5242,10.5
2015-16,CS,GEPE,1/26/2016,57,9,5242,15.75
2015-16,CS,GEPE,1/27/2016,58,9,5242,4.766666667
2015-16,CS,GEPE,1/28/2016,59,9,5242,9.25
2015-16,CS,GEPE,1/29/2016,60,9,5242,11.75
2015-16,CS,GEPE,1/30/2016,61,9,5242,14.25
2015-16,CS,GEPE,1/31/2016,62,9,5242,12.25
2015-16,CS,GEPE,2/1/2016,63,9,5242,9.516666667
2015-16,CS,GEPE,2/2/2016,64,10,5242,12
2015-16,CS,GEPE,2/3/2016,65,10,5242,12.75
2015-16,CS,GEPE,2/4/2016,66,10,5242,14.5
2015-16,CS,GEPE,2/5/2016,67,10,5242,16.25
2015-16,CS,GEPE,2/6/2016,68,10,5242,12.01666667
2015-16,CS,GEPE,2/7/2016,69,10,5242,58.73333333
2015-16,CS,GEPE,2/10/2016,72,11,5242,13.76666667
2015-16,CS,GEPE,2/11/2016,73,11,5242,14.98333333
2015-16,CS,GEPE,2/12/2016,74,11,5242,17.26666667
2015-16,CS,GEPE,2/13/2016,75,11,5242,14.26666667
2015-16,CS,GEPE,2/14/2016,76,11,5242,13.26666667
2015-16,CS,GEPE,1/16/2016,47,7,5269,5.5
2015-16,CS,GEPE,1/16/2016,47,7,5269,14.75
2015-16,CS,GEPE,1/17/2016,48,7,5269,4.266666667
2015-16,CS,GEPE,1/18/2016,49,7,5269,4.5
2015-16,CS,GEPE,1/19/2016,50,8,5269,8.25
2015-16,CS,GEPE,1/20/2016,51,8,5269,7.75
2015-16,CS,GEPE,1/21/2016,52,8,5269,9.233333333
2015-16,CS,GEPE,1/22/2016,53,8,5269,9
2015-16,CS,GEPE,1/22/2016,53,8,5269,13.75
2015-16,CS,GEPE,1/23/2016,54,8,5269,13.75
2015-16,CS,GEPE,1/24/2016,55,8,5269,15.5
2015-16,CS,GEPE,1/26/2016,57,9,5269,9
2015-16,CS,GEPE,1/27/2016,58,9,5269,7
2015-16,CS,GEPE,1/28/2016,59,9,5269,15.75
2015-16,CS,GEPE,1/29/2016,60,9,5269,17.25
2015-16,CS,GEPE,1/30/2016,61,9,5269,7.75
2015-16,CS,GEPE,1/31/2016,62,9,5269,23.5
2015-16,CS,GEPE,2/2/2016,64,10,5269,46.25
2015-16,CS,GEPE,2/5/2016,67,10,5269,11.26666667
2015-16,CS,GEPE,2/5/2016,67,10,5269,20.75
2015-16,CS,GEPE,2/7/2016,69,10,5269,13.5
2015-16,CS,GEPE,2/8/2016,70,10,5269,13.76666667
2015-16,CS,GEPE,2/9/2016,71,11,5269,13.75
2015-16,CS,GEPE,2/10/2016,72,11,5269,14.25
2015-16,CS,GEPE,2/11/2016,73,11,5269,16.01666667
2015-16,CS,GEPE,2/12/2016,74,11,5269,14.5
2015-16,CS,GEPE,2/13/2016,75,11,5269,41.75
2015-16,CS,GEPE,1/14/2016,45,7,5300,11.25
2015-16,CS,GEPE,1/15/2016,46,7,5300,15
2015-16,CS,GEPE,1/16/2016,47,7,5300,9.5
2015-16,CS,GEPE,1/17/2016,48,7,5300,12.76666667
2015-16,CS,GEPE,1/18/2016,49,7,5300,11.25
2015-16,CS,GEPE,1/19/2016,50,8,5300,12.01666667
2015-16,CS,GEPE,1/20/2016,51,8,5300,7.733333333
2015-16,CS,GEPE,1/21/2016,52,8,5300,11.75
2015-16,CS,GEPE,1/22/2016,53,8,5300,14.76666667
2015-16,CS,GEPE,1/23/2016,54,8,5300,12.51666667
2015-16,CS,GEPE,1/24/2016,55,8,5300,7.75
2015-16,CS,GEPE,1/25/2016,56,8,5300,12.01666667
2015-16,CS,GEPE,1/26/2016,57,9,5300,12.51666667
2015-16,CS,GEPE,1/27/2016,58,9,5300,11.25
2015-16,CS,GEPE,1/28/2016,59,9,5300,9.75
2015-16,CS,GEPE,1/29/2016,60,9,5300,19.75
2015-16,CS,GEPE,1/31/2016,62,9,5300,25.75
2015-16,CS,GEPE,2/2/2016,64,10,5300,15.28333333
2015-16,CS,GEPE,2/3/2016,65,10,5300,11.25
2015-16,CS,GEPE,2/4/2016,66,10,5300,13.25
2015-16,CS,GEPE,2/5/2016,67,10,5300,47.51666667
2015-16,CS,GEPE,2/7/2016,69,10,5300,38.5
2015-16,CS,GEPE,2/9/2016,71,11,5300,11.51666667
2015-16,CS,GEPE,2/10/2016,72,11,5300,14.01666667
2015-16,CS,GEPE,2/11/2016,73,11,5300,15
2015-16,CS,GEPE,2/12/2016,74,11,5300,15.03333333
